"id","text","class"
42,"Il était une fois un bûcheron très pauvre. Il ne pouvait plus donner à manger à ses 7 enfants. Un soir, il dit à sa femme :	   
- Demain, je les perdrai dans la forêt. C'est la seule solution.
Le plus petit des 7 enfants, appelé Petit Poucet, avait tout entendu. Il mit des cailloux blancs dans ses poches. Le lendemain, les enfants se retrouvèrent seuls dans la forêt, mais le Petit Poucet avait jeté des cailloux sur le chemin. Il arriva à ramener tout le monde à la maison. Plusieurs jours après, le papa perdit encore ses enfants dans la forêt mais le Petit Poucet n'avait pas jeté de cailloux pour pouvoir rentrer à la maison.	   
Étaient-ils vraiment perdus ? 
Les enfants marchèrent jusqu'à arriver à un château. Dans le château vivait un ogre avec ses 7 filles. L'ogre proposa aux garçons de rester dormir dans son château. Il se dit qu'il les mangerait le lendemain. Les petites filles dormaient ensemble dans un grand lit avec des couronnes en or sur leurs têtes. Pendant que les enfants et l'ogre dormaient, le Petit Poucet prit les couronnes des filles et les mit sur les têtes de ses frères. Pourquoi ? Quand l'ogre alla manger les garçons, en touchant leurs têtes, il sentit les couronnes. Il alla dans la deuxième chambre et ne sentit pas de couronne. Il mangea alors ses filles. Le lendemain matin, les garçons réussirent à partir du château et le Petit Poucet prit les bottes de 7 lieues de l'ogre. Avec les bottes ils retrouvèrent très vite leur maison. Les rois, qui habitaient à côté, leur demandèrent de porter leurs lettres importantes. Le petit Poucet reçut beaucoup d'argent et devint très riche. Sa famille fut heureuse grâce à lui.","target"
43,"Au Proche-Orient, le SAVON d'ALEP est aussi célèbre que le savon de Marseille en France.
La tradition orale veut qu'en nettoyant avec des cendres sa marmite recouverte de graisse, une femme aurait obtenu une matière qui serait à l'origine du savon.
Les Romains et les Gaulois avaient aussi leur savon.
La recette est simple : il faut de l'huile d'olive, de la soude caustique, de l'eau et du parfum. 
La production de savon s'est développée grâce à la culture très répandue de l'olivier et à la présence d'une plante, le salsola kali, qui pousse dans le désert de Syrie. 
Le salsola kali, plante de la steppe, était réduit en cendres par les bédouins qui en assuraient le transport jusqu'aux savonneries. 
Mais la production irrégulière favorisa son remplacement par la soude caustique. Les parfums, comme l'huile de laurier ou l'essence de styrax, sont ajoutés en fonction de la demande.
La saponification : c'est le procédé de transformation d'une matière grasse en savon. 
La soude caustique, mélangée à de l'eau, est versée sur l'huile d'olive préalablement chauffée dans une cuve de cuisson. 
Un ouvrier, à l'aide d'une grande pelle, remue cette mixture qui va cuire plusieurs heures à 80 °C ; le savon est en fabrication. 
En fin de cuisson, la pâte est arrosée d'eau pure pour entraîner les impuretés vers le fond de la cuve.
Alors commence l'étendage.
Puisée avec un seau, la pâte est étalée sur une surface plane puis égalisée avec une spatule.
Après plusieurs heures de séchage, la surface est quadrillée. 
Chaque carré est marqué puis découpé avec un fil à couper le beurre. 
Enfin vient le séchage ; les cubes de savon sont transportés dans un endroit sec et aéré où ils sont empilés en tours de 650 cubes. 
Au bout de 40 jours, les tours sont démontées puis remontées en ayant soin de tourner les cubes pour faire sécher les autres faces.
15 jours plus tard, les tours sont redémontées et les savons transportés dans un entrepôt.
Recouverts d'une toile de jute, ils continuent à sécher. 
Plus un savon est sec, plus il est précieux.
Au moment de la vente, un ouvrier égalise les faces avant de les emballer dans des sacs de jute de 30 kg. Les déchets, récupérés par les ménagères pour la lessive, sont à l'origine du savon en poudre.
A la découpe, 4 cubes de savon pèsent un kilo. 
Au moment de la vente, il en faut 6 pour le même poids.","source"
43,"Au Proche-Orient, le SAVON d'ALEP est aussi célèbre que le savon de Marseille en France.
On raconte qu'une femme, nettoyant avec des cendres sa marmite pleine de graisse aurait trouvé une matière devenue savon.
Les Romains et les Gaulois avaient aussi leur savon.
La recette est simple : il faut de l'huile d'olive, de la soude caustique, de l'eau et du parfum. 
La fabrication du savon a évolué grâce à la culture importante de l'olivier et à la présence d'une plante, le salsola kali, qui pousse dans le désert de Syrie. 
Le salsola kali, plante de la steppe, était brûlé par les bédouins qui le transportaient jusqu'aux savonneries. 
Mais la récolte irrégulière favorisa son remplacement par la soude caustique. Les parfums, comme l'huile de laurier ou l'essence de styrax, sont ajoutés à la demande.
La saponification : c'est le procédé de transformation d'une matière grasse en savon. 
La soude caustique, mélangée à de l'eau, est versée sur l'huile d'olive déjà chauffée dans une cuve de cuisson. 
Un ouvrier, avec une pelle, remue ce mélange qui cuit plusieurs heures à 80 °C. Le savon est en fabrication. 
En fin de cuisson, on arrose la pâte d'eau pure pour amener les saletés vers le fond de la cuve.
Alors commence l'étendage.
La pâte est tirée de la cuve avec un seau. Puis elle est étalée sur une surface plate et égalisée avec une spatule.
Après plusieurs heures de séchage, la surface est quadrillée. 
Chaque carré marqué est découpé avec un fil à couper le beurre. 
Enfin vient le séchage : les cubes de savon sont transportés dans un endroit sec et aéré où 650 cubes forment une tour. 
Au bout de 40 jours, les tours sont démontées puis remontées en tournant les cubes pour faire sécher les autres faces.
15 jours plus tard, les tours sont redémontées et les savons transportés dans un entrepôt.
Recouverts d'une toile de jute, ils continuent à sécher. 
Plus un savon est sec, plus il est précieux.
Avant la vente, un ouvrier égalise les faces et les emballe dans des sacs de 30 kg. Les déchets, gardés pour la lessive, donnent du savon en poudre.
A la découpe, 4 cubes de savon pèsent un kilo. 
Au moment de la vente, il en faut 6 pour le même poids.","target"
44,"Le vent souffle sur ton visage et dans tes cheveux.	   
Il fait bouger les feuilles des arbres, l'herbe des champs, les vagues sur la mer et les nuages dans le ciel.	   
Tu le sens mais tu ne le vois pas.	   
Il est invisible.	   
Tu peux aussi l'entendre hurler quand il souffle très fort.	   
Le vent c'est l'air mis en mouvement par différentes causes.	   
Sa force peut aller de l'agitation d'un éventail aux vents violents. Les vents sont créés par les différences de réchauffement des continents et des océans dues au soleil.	   
Parfois le vent est bien régulier, c'est la petite brise qui vient de la mer.	   
Il peut être violent et souffler en tempête.	   
Parfois il arrive en rafales.	   
Parfois, c'est surprenant : il change brusquement de direction. Les feuilles mortes s'envolent alors dans des tourbillons.	   
Une couche d'air appelée atmosphère entoure la terre.	   
Cet air contient deux gaz : l'azote et l'oxygène, et une petite quantité d'autres gaz.	   
En chauffant, les gaz se dilatent, ils deviennent plus légers et s'élèvent.	   
Ainsi, l'air chauffé par le soleil monte. Un vide se crée alors qui aspire le froid.	   
C'est cela qui provoque le vent.	   
Depuis la plus haute antiquité, les hommes ont utilisé la force du vent.	   
Ils ont utilisé le vent qui gonfle les voiles des bateaux pour naviguer sur la mer.	   
Pendant des milliers d'années, cette énergie a permis le transport des hommes et des marchandises et la découverte de terres inconnues.","source"
44,"Le vent souffle sur ton visage et dans tes cheveux.	   
Il fait bouger les feuilles des arbres, l'herbe des jardins, les vagues sur la mer et les nuages dans le ciel.	   
Tu le sens mais tu ne le vois pas.	   
Il est invisible.	   
Tu peux aussi l'entendre crier quand il souffle très fort.	   
Le vent c'est l'air qui bouge dans plusieurs cas.	   
Il peut être faible comme si on bouge un éventail ou violents.	   
Ces vents existent car le soleil réchauffe plus ou moins la terre et la mer. Parfois le vent est régulier, c'est la petite brise qui vient de la mer.	   
Parfois il est violent et souffle en tempête.	   
Parfois il arrive en rafales.	   
Parfois, il change brusquement de direction. Alors les feuilles mortes s'envolent dans des tourbillons.	   
Une couche d'air entoure la terre : l'atmosphère.	   
Cet air contient surtout 2 gaz : l'azote et l'oxygène.	   
En chauffant, les gaz gonflent : ils deviennent plus légers et montent.	   
Ainsi, l'air chauffé par le soleil monte. Il laisse alors un vide qui aspire le froid.	   
Cela provoque le vent.	   
Depuis la plus haute antiquité, les hommes utilisent la force du vent.	   
Ainsi, le vent gonfle les voiles des bateaux pour naviguer sur la mer.	   
Pendant des milliers d'années, la force du vent a permis le transport des hommes et des marchandises et la découverte de nouvelles terres.","target"
45,"Les algues sont des végétaux.	   
Elles sont apparues il y a plus de trois milliards d'années. Ce sont les premières formes de vie sur notre planète.	   
De nombreux animaux marins mangent des algues.	   
Elles sont le point de départ de chaînes alimentaires qui vont jusqu'aux baleines.	   
Certaines algues sont très petites, on ne les voit pas à l'oeil nu tandis que d'autres sont géantes.	   
Elles ont différentes couleurs : vertes, rouges, bleues ou brunes.	   
Dans l'eau salée ou douce, et même en dehors de l'eau, elles ont toujours besoin de la lumière pour vivre.	   
Les algues sont des plantes qui n'ont ni racine, ni tige, ni feuille, ni fleur.	   
Sur notre planète, les algues bleues sont apparues en premier, puis les rouges, ensuite les vertes et les brunes.	   
Les plantes terrestres viennent des algues vertes.	   
Pour se nourrir, les algues fabriquent des sucres à partir de l'eau et du gaz dissous dans l'eau en utilisant la lumière du soleil comme source d'énergie. Cela s'appelle la photosynthèse.	   
Les algues produisent plus de la moitié de l'oxygène de notre air.	   
En même temps, elles rejettent de l'oxygène.	   
Les algues se nourrissent aussi avec les sels minéraux de l'eau de mer qu'elles absorbent.	   
Sans algue dans la mer, il n'y aurait pas d'animaux.	   
Tout le monde peut récolter les algues près de l'eau. Mais attention, elles sont importantes pour la vie sur terre.","source"
45,"Les algues sont des végétaux.	   
Les algues existent depuis plus de 3 milliards d'années. Ce sont les premières formes de vie sur terre.	   
Beaucoup d'animaux marins mangent des algues.	   
Les algues sont le début de chaines alimentaires qui vont jusqu'aux baleines.	   
Certaines algues sont très petites, on ne les voit pas à l'oeil nu. D'autres sont géantes.	   
Elles sont vertes, rouges, bleues ou brunes.	   
Elles vivent dans l'eau salée ou douce, parfois hors de l'eau. Elles ont toujours besoin de la lumière pour vivre.	   
Les algues sont des plantes. Elles n'ont ni racine, ni tige, ni feuille, ni fleur.	   
Sur la terre, les algues bleues sont arrivées en premier, puis les rouges et enfin les vertes et les brunes.	   
Les plantes sur terre viennent des algues vertes.	   
Pour se nourrir, les algues font des sucres à partir de l'eau et du gaz mélangé dans l'eau. Elles utilisent la lumière du soleil comme source d'énergie. Ça s'appelle la photosynthèse.	   
En même temps, elles jettent de l'oxygène.	   
Les algues produisent plus de la moitié de l'oxygène de notre air.	   
Pour se nourrir, les algues pompent aussi les sels minéraux de l'eau de mer.	   
Sans algue dans la mer, il n'y aurait pas d'animaux.	   
Tout le monde peut prendre les algues près de l'eau. Elles sont importantes pour la vie sur terre.","target"
46,"L'hiver, les animaux et les plantes vivant dans les régions froides doivent trouver des moyens pour subsister. Beaucoup de plantes hibernent sous forme de graines qui germent au printemps pour se transformer ensuite en de nouvelles plantes. Il y en a d'autres dont la partie apparente meurt et, quand la température se réchauffe, elles créent de nouvelles pousses. En automne, beaucoup d'arbres perdent leurs feuilles et durant l'hiver, ils observent une période de repos. Quand aux animaux, ils consomment beaucoup plus d'énergie que les plantes car ils bougent. La plupart des animaux survivent l'hiver sans changer leur façon de vivre habituelle. Mais il existe une catégorie d'animaux qui doit prendre des dispositions particulières pour ne pas mourir de froid. Quelques oiseaux ont résolu le problème en partant à l'automne.","source"
46,"L’hiver, les animaux et les plantes vivent dans des régions froides et doivent trouver des moyens pour survivre.  Beaucoup de plantes restent en vie l’hiver sous forme de graines qui grandissent au printemps pour se transformer ensuite en de nouvelles plantes. Il y d’autres plantes qui perdent leur partie visible et, quand la température se réchauffe, elles fabriquent de nouvelles branches. En automne, beaucoup d’arbres perdent leurs feuilles et pendant l’hiver, ils ne font rien. Les animaux utilisent beaucoup plus d’énergie que les plantes parce qu’ils bougent. Beaucoup d’animaux passent l’hiver sans changer leur façon de vivre. Mais il existe un type d’animal qui doit changer ses habitudes pour ne pas mourir de froid. Quelques oiseaux ont trouvé la solution : ils partent à l’automne.","target"
47,"Tous les animaux qui se nourrissent d'autres animaux doivent trouver leur proie. Beaucoup d'animaux cherchent et chassent leur proie alors que d'autres restent immobiles et attendent qu'une victime inconsciente s'approche d'eux. Une possibilité très répandue de trouver de la nourriture sans beaucoup d'effort consiste en la construction d'un piège ou d'un filet. L'exemple le plus commun d'animal qui en attrape d'autres à l'aide d'une toile sont les araignées. Leurs toiles collantes sont filées d'une manière si fine qu'elles sont à peine visibles, et généralement un insecte ne remarque une toile que quand il s'est pris dedans. Ensuite, l'araignée n'a plus qu'aller jusqu'à l'insecte. Ou bien l'araignée mange l'insecte tout de suite ou bien elle l'enveloppe dans ses fils collants pour le garder et le consommer plus tard.","source"
47,"Tous les animaux qui mangent d'autres animaux doivent trouver leur proie. Beaucoup d'animaux cherchent et chassent leur proie. D'autres ne bougent pas et attendent qu'une victime vienne près eux. Une possibilité courante de trouver à manger sans beaucoup d'effort est construire un piège ou un filet. Par exemple, l'animal qui en attrape d'autres à l'aide d'une toile est l'araignée. Leurs toiles collantes sont fabriquées d'une manière fine : elles sont presque invisibles. Un insecte voit une toile seulement quand il s'est pris dedans. Ensuite, l'araignée n'a plus qu'à aller jusqu'à l'insecte. L'araignée mange l'insecte tout de suite ou bien elle le couvre dans ses fils collants pour le garder et le manger plus tard.","target"
48,"On croyait auparavant que les araignées étaient protégées de la colle de leurs propres toiles, alors que les mouches et les autres insectes n'ont pas cette protection. Mais ce n'est pas vrai. Une araignée s'enferrerait même dans sa propre toile si elle n'utilisait pas une ruse. En fait, les araignées peuvent filer deux sortes de fils. C'est pour cela que les araignées construisent d'abord une toile de fils secs qui ne collent pas. Quand celle-ci est terminée, l'araignée file par-dessus le matériau collant. C'est cette deuxième toile sur la première qui emprisonne les insectes malchanceux. Pour ne pas se mettre hors de combat elle-même, l'araignée se laisse des passages dans sa toile. Ces passages libres sont placés si habilement que l'araignée peut atteindre chaque point de la toile sans se prendre elle-même dedans.","source"
48,"On croyait que les araignées étaient gardées de la colle de leurs toiles, alors que les mouches et les autres insectes n’ont pas cette protection. Mais c’est faux. Une araignée se collerait sur sa propre toile si elle n’utilisait pas une ruse. En fait, les araignées peuvent fabriquer deux types de fils. C’est pour cela que les araignées font d’abord une toile de fils secs qui ne collent pas. Quand celle-ci est finie, l’araignée ajoute par-dessus la colle. Cette deuxième toile sur la première prend les insectes. Pour ne pas s’accrocher elle-même, l’araignée fait des chemins dans sa toile. Ces chemins sont si bien placés que l’araignée peut aller partout sur sa toile sans se coller elle-même dedans.","target"
49,"Les arbres poussent presque partout, sauf dans la glace, les neiges éternelles, sur les sommets des hautes montagnes et dans les déserts. Quand une partie de terre est assez longtemps laissée à l'abandon, il y pousse ensuite des arbres. D'abord, la terre se couvre de plantes rampantes. Ensuite, poussent des buissons, et dans leur ombre une partie de plantes précédentes meurt. Puis, les arbres commencent à pousser. Quand ils grandissent, une partie des buissons se trouvant dans leur ombre meurt. Ainsi, avec le temps, se forme une forêt. La plupart des arbres poussent lentement et quelques-uns peuvent devenir très vieux. Quand les vieux arbres meurent, des jeunes apparaissent et les remplacent. Les forêts sont une couverture naturelle qui peut ne pas changer pendant très longtemps. Les forêts, il y en a presque partout.","source"
49,"Les arbres poussent presque partout, sauf dans la glace, les neiges éternelles, sur les sommets des hautes montagnes et dans les déserts. Quand une partie de terre est assez longtemps abandonnée, des arbres poussent vite. D'abord, la terre se couvre de plantes qui rampent. Ensuite, des buissons poussent et quelques plantes meurent. Puis, les arbres commencent à pousser. Quand ils grandissent, quelques buissons dans leur ombre meurent. Ainsi, avec le temps,  une forêt se forme. La plupart des arbres poussent lentement et certains peuvent devenir très vieux. Quand les arbres meurent, des jeunes sortent et les remplacent. Les forêts sont une couverture naturelle. Elle peut ne pas changer pendant longtemps. Les forêts, il y en a presque partout.","target"
50,"Un matin de vacances, Delphine et Marinette s'installèrent dans le pré avec leurs boîtes de peintures. Comme elles emplissaient les godets d'eau claire, l'âne vint à elles du fond du pré.
« Bonjour, les petites. Qu'est-ce que vous faites avec ces boîtes ? »
Marinette lui répondit qu'elles se préparaient à peindre et lui donna toutes les explications qu'il souhaita.
« Si tu veux, ajouta-t-elle, je vais faire ton portrait.
- Oh ! Oui, je veux bien, dit l'âne. Nous, les bêtes, on n'a guère l'occasion de se voir tel qu'on est. »
Marinette fit poser l'âne de profil et se mit à peindre. Ayant achevé son portrait, l'âne fut convié à venir le voir et s'empressa. Ce qu'il vit ne manqua pas de le surprendre.
« Comme on se connaît mal, dit-il avec un peu de mélancolie. Je n'aurais jamais cru que j'avais une tête de bouledogue. »
Marinette rougit et l'âne poursuivit :
« C'est comme les oreilles, on m'a souvent répété que je les avais longues, mais au point où les voilà, je ne l'aurais pas pensé non plus. »
L'âne continuait à examiner la peinture d'un regard plutôt attristé. Tout à coup, il eut comme un sursaut et s'écria :
« Qu'est-ce que ça veut dire ? Mais on ne m'a fait que deux pattes ! »
Cette fois, Marinette se sentit plus à l'aise et répondit :
« Bien sûr, je ne te voyais que deux pattes. Je ne pouvais pas en faire plus.
- C'est très joli, mais enfin, j'ai quatre pattes moi.
- Non, intervint Delphine. De profil, tu n'as que deux pattes. »
L'âne ne protesta plus. Il était froissé.
« C'est bon, dit-il en s'éloignant, je n'ai que deux pattes. »
Delphine se mit à rire et Marinette rit aussi, quoiqu'elle eût un peu de remords.","source"
50,"Un matin, Delphine et Marinette posèrent leurs boîtes de peinture dans le pré. Elles remplissaient des verres d'eau quand l'âne vint à elles du fond du pré.
« Bonjour, les petites. Qu'est-ce que vous faites avec ces boîtes ? »
Marinette lui dit :
- On se prépare à peindre.
Marinette lui donna toutes les explications.
« Si tu veux, je vais faire ton portrait.
- Oh ! Oui, je veux bien, dit l'âne. Nous, les bêtes, on a peu l'occasion de se voir tel qu'on est. »
Marinette fit poser l'âne de côté et se mit à peindre. Le portrait fini, elle invita l'âne à venir le voir. L'âne fut très surpris du portrait qu'il vit.
« Comme on se connaît mal, dit-il avec un peu de chagrin. Je n'aurais jamais cru que j'avais une tête de chien. »
Marinette rougit. L'âne continua :
« Mes oreilles, on m'a souvent dit qu'elles étaient longues. Je ne pensais pas que c'était à ce point. »
L'âne regarda encore la peinture d'un regard triste. Soudain, il bondit et s'écria :
« Qu'est-ce que ça veut dire ? Mais on ne m'a fait que 2 pattes ! »
Alors, Marinette se sentit mieux et dit :
« Bien sûr, je ne te voyais que 2 pattes. Je ne pouvais pas en faire plus.
- C'est très joli, mais enfin, j'ai 4 pattes moi.
- Non, dit Delphine. De côté, tu n'as que 2 pattes. »
L'âne ne râla plus. Il était vexé.
« C'est bon, dit-il en partant, je n'ai que 2 pattes. »
Delphine se mit à rire. Marinette rit aussi, mais elle regretta.","target"
51,"Julien Forenmatte prépara ses affaires.
- Quel bonheur, pensa-t-il, la rentrée est pour demain !
Il tailla ses crayons, remplit son stylo d'encre violette et rangea ses cahiers neufs avec le plus grand soin dans son cartable brun. 
Il était prêt pour le grand jour.
Alors il remonta son réveil et se mit au lit. 
Et comme il fallait être en forme pour le premier jour d'école, il s'endormit aussitôt...
Dans sa chambre, Thomas Bondernier regarda avec tristesse le calendrier. 
Il soupira.
- Quel désastre ! Demain, c'est la rentrée...
Il prit son cartable brun qui traînait sous le lit. 
Il y entassa pêle-mêle un avion en papier, un jeu électronique, un sac de billes et un gros paquet de bonbons. 
Il y fourra aussi deux ou trois vieux crayons et quelques feuilles de papier froissées. 
Il était prêt pour le sinistre jour.
Alors il se jeta sur son lit et s'endormit aussitôt...
Sur le chemin de l'école, Julien Forenmatte marchait d'un bon pas. 
Thomas Bondernier surgit au coin de la rue et le bouscula. 
Patatras ! Tous deux se retrouvèrent par terre tandis que les cartables glissèrent sur le trottoir...
Chacun repartit, se frottant le derrière... et prenant le cartable de l'autre !
- Sortez vos cahiers, dit madame Guillemette.
Julien fouilla dans le cartable et en sortit... un sac de billes !
- Prenez votre stylo...
Julien chercha, chercha... et ne trouva qu'un bonbon rose !
Quand madame Guillemette demanda de dessiner son meilleur souvenir de vacances, Julien devint tout rouge. 
Qu'allait-il encore trouver dans son cartable à la place des crayons de couleurs ? 
Du poil à gratter ? 
Des cocottes en papier ? 
Il y plongea la main en retenant son souffle. 
Il en sortit un réveil qui se mit à sonner, à sonner sans arrêt... 
Toute la classe le regardait. 
Madame Guillemette faisait les gros yeux. 
Et ce réveil qui ne voulait pas s'arrêter de sonner...
Assis sur son lit, Julien se frotta les yeux et arrêta le réveil. 
Au pied de son lit se trouvait le cartable. 
Il l'ouvrit : les crayons et les cahiers étaient sagement rangés. 
Un peu rassuré, il se leva pour sa première journée de classe.
Arrivé dans la cour de l'école, il chercha des yeux Thomas Bondernier. 
Mais il ne vit personne qui lui ressemblait... 
Normal : un élève comme cela, ça n'existe que dans les rêves, pas vrai ?","source"
51,"Julien Forenmatte prépara ses affaires.
- Quel bonheur, pensa-t-il, la rentrée est pour demain !
Il tailla ses crayons, remplit son stylo d'encre violette. Il rangea ses cahiers neufs avec grand soin dans son cartable brun. 
Il était prêt pour le grand jour. 
Alors il régla son réveil et se mit au lit. 
Il fallait être en forme pour le premier jour d'école, il s'endormit donc aussitôt...
Dans sa chambre, Thomas Bondernier regarda avec tristesse le calendrier. 
Il souffla.
- Quel malheur ! Demain, c'est la rentrée...
Il prit son cartable brun jeté sous le lit. 
Il mit en vrac dans son cartable : un avion en papier, un jeu électronique, un sac de billes et un gros paquet de bonbons. 
Il y mit aussi 2 ou 3 vieux crayons et quelques feuilles de papier. 
Il était prêt pour le triste jour.
Alors il se jeta sur son lit et s'endormit aussitôt...
Sur le chemin de l'école, Julien Forenmatte marchait d'un bon pas. 
Thomas Bondernier arriva au coin de la rue et le poussa. 
Patatras ! Tous 2 se retrouvèrent par terre tandis que les cartables tombèrent sur le trottoir...
Chacun repartit, se frottant le derrière... et prenant le cartable de l'autre !
- Sortez vos cahiers, dit madame Guillemette.
Julien fouilla dans le cartable et en sortit... un sac de billes !
- Prenez votre stylo...
Julien chercha, chercha... et ne trouva qu'un bonbon rose !
Quand madame Guillemette demanda de dessiner un bon souvenir de vacances, Julien devint tout rouge. 
Qu'allait-il encore trouver dans son cartable à la place des crayons de couleurs ? 
Du poil à gratter ? 
Des cocottes en papier ? 
Il mit la main dans son cartable en retenant son souffle. 
Il en sortit un réveil qui se mit à sonner, à sonner sans s'arrêter... 
Toute la classe regardait Julien Forenmatte. 
Madame Guillemette faisait les gros yeux. 
Et ce réveil qui ne voulait pas s'arrêter de sonner...
Assis sur son lit, Julien se frotta les yeux et arrêta le réveil. 
Au pied de son lit se trouvait le cartable. 
Il l'ouvrit : les crayons et les cahiers étaient bien rangés. 
Un peu calmé, il se leva pour sa première journée de classe.
Arrivé dans la cour de l'école, il chercha des yeux Thomas Bondernier. 
Mais il ne vit personne qui lui ressemblait... 
Normal : un élève comme cela, ça n'existe que dans les rêves, pas vrai ?","target"
52,"Le castor est un excellent nageur. Dans l'eau, il peut nager à une vitesse atteignant dix kilomètres heure. Il est protégé du froid grâce à sa fourrure faite de milliers de poils et a une épaisse couche de graisse. Ses poumons volumineux lui permettent de rester sous l'eau pendant facilement vingt minutes. Le castor peut non seulement abattre adroitement des arbres, mais il est aussi un expert pour la construction de barrages. Quand le castor abat un arbre, il ronge une entaille dans le tronc, de sorte que les parties supérieure et inférieure ne sont plus reliées que par une surface très fine. Quand la connexion est étroite, le vent accomplit le reste. Les petites branches sont coupées par le castor et empilées comme réserve. Les grosses branches sont séparées et utilisées comme bois pour la construction de barrages.","source"
52,"Le castor est un très bon nageur. Dans l'eau, il peut nager à une vitesse de dix kilomètres heure. Il n'a pas froid parce qu'il a une fourrure avec beaucoup de poils et une grosse couche de graisse. Ses grands poumons lui permettent de rester sous l'eau pendant au moins vingt minutes. Le castor peut très bien couper des arbres, il est aussi très doué pour construire des barrages. Quand le castor coupe un arbre, il mord le tronc pour que les parties hautes et basse de l'arbre soient séparées par une partie très fine. Quand les parties sont presque séparées, le vent fait le reste. Le castor coupe les petites branches, fait des piles et les garde. Il sépare les grosses branches et les utilise pour construire des barrages.","target"
53,"Il était une fois cinq frères chinois qui se ressemblaient comme cinq gouttes d'eau. 
Ils habitaient avec leur mère dans une maisonnette non loin de la plage. 
L'Aîné des frères chinois pouvait avaler la mer. 
Le Second des frères chinois avait un cou en fer. 
Le Troisième des frères chinois avait des jambes qui s'allongeaient... qui s'allongeaient... 
Le Quatrième des frères chinois ne pouvait pas être brûlé. 
Et le Cinquième des frères chinois pouvait retenir son souffle... indéfiniment. 
Tous les matins l'Aîné des frères chinois partait à la pêche. 
Quel que soit le temps, il rapportait toujours au village quantité de beaux et rares poissons qu'il vendait à bon compte au marché. Un jour, comme il revenait du marché, il rencontra un petit garçon qui lui demanda de l'emmener pêcher avec lui. 
- C'est impossible, dit l'Aîné des frères chinois. 
Mais le petit garçon le supplia tant et si bien qu'il finit par consentir. 
- A une condition, dit-il, c'est que tu m'obéiras en tout et sur-le-champ. 
- Oui, oui, le petit garçon le promit. 
Le lendemain matin de bonne heure, l'Aîné des frères chinois et le petit garçon s'en allèrent à la plage. 
- N'oublie pas de m'obéir en tout et sur-le-champ, dit l'Aîné des frères chinois. Reviens dès que je te ferai signe de revenir. 
- Oui, oui, le petit garçon le promit. 
Alors l'Aîné des frères chinois avala la mer. 
Les poissons se trouvèrent à sec et la mer découvrit ses trésors. 
Le petit garçon était ravi, il courait de-ci de-là, sur le fond de la mer, remplissant ses poches de coquillages bizarres, d'algues fantastiques et de galets étranges. 
Tout en retenant la mer dans sa bouche, l'Aîné des frères chinois fit sa récolte de poissons près du bord. Bientôt il se sentit fatigué. C'est très difficile de retenir la mer ! 
Alors, il fit signe au petit garçon de revenir bien vite, mais le petit garçon fit comme si de rien  n'était. L'Aîné des frères chinois agita les bras comme pour dire : « Reviens ! » 
C'est le petit garçon qui s'en moquait ! Il s'éloigna davantage. 
Alors l'Aîné des frères chinois sentit que la mer montait en lui et fit des gestes désespérés pour rappeler le petit garçon. 
Mais le petit garçon lui fit des grimaces et s'enfuit encore plus loin. 
L'Aîné des frères chinois retint la mer si longtemps qu'il croyait éclater. Mais tout à coup la mer déborda de sa bouche, retourna à sa place et le petit garçon disparut.","source"
53,"Il était une fois 5 frères chinois. Ils étaient comme 5 gouttes d'eau. 
Les frères vivaient avec leur mère non loin de la plage. 
Le Premier des frères chinois pouvait avaler la mer. 
Le Second des frères chinois avait un cou en fer. 
Le Troisième des frères chinois avait des jambes très longues.
Le Quatrième des frères chinois ne pouvait pas être brûlé. 
Et le Cinquième des frères chinois pouvait retenir son souffle sans fin.  
Tous les matins, le premier des frères chinois allait à la pêche. 
Par tous les temps, il ramenait au village beaucoup de poissons. Ils les vendait à bon prix au marché.
Un jour, de retour du marché, il rencontra un petit garçon qui lui demanda de l'emmener pêcher. 
- C'est impossible, dit le premier des frères chinois. 
Mais le petit garçon le demanda tellement que le pêcheur finit par dire oui. 
- A une condition, dit-il, c'est que tu m'obéiras très vite sur tout. 
- Oui, oui, promit le garçon. 
Le premier des frères chinois et le petit garçon partirent à la plage très tôt le lendemain. 
- N'oublie pas de m'obéir très vite sur tout, dit le pêcheur. 
Reviens dès que je te ferai signe de revenir. 
- Oui, oui, promit le garçon. 
Alors le premier des frères chinois avala la mer. 
Les poissons restèrent sans eau et la mer montra ses trésors. 
Le petit garçon était ravi, il courait partout sur le fond de la mer. Il mettait dans ses poches des coquillages bizarres, des algues superbes et des galets curieux. 
Retenant la mer dans sa bouche, le premier des frères chinois prit les poissons près du bord. 
Bientôt il se sentit fatigué. C'est très difficile de retenir la mer ! 
Alors, il fit signe au petit garçon de revenir, mais le petit garçon ne fit rien. 
Le premier des frères chinois agita les bras pour dire : « Reviens ! » 
Le petit garçon s'en moquait ! Il s'éloigna encore. 
Le premier des frères chinois sentit que la mer allait sortir de lui. Il fit des gestes fous pour appeler le garçon. 
Mais le garçon fit des grimaces et se sauva. 
Le premier des frères chinois garda la mer si longtemps dans sa bouche qu'il pensait éclater. 
Mais tout à coup la mer sortit, retourna à sa place... et le petit garçon disparut.","target"
